Sr..No.,Date,Field.Code,Species,Location.Encounterd,Gear.Type,Boat.Name,No..of.Hauls,Tow.duration.hours,Average.Haul.Duration..Hours.,Condition.at.encounter.,Snout.to.Vent..cm.,Body.Length..cm.,Tail.Length..cm.,Weight..g.,Sex,Month,Year,Remarks
360,12-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5.5,NA,Alive,57.6,71.3,13.7,375,,February,2017,svl=57.6. Caught at 10 fathom. Released after 24 hours
361,12-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Alive,58,65.5,7.5,395,,February,2017,"svl=58. Adult HC, released after 24 hours"
362,12-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,66.5,77.5,11,375,,February,2017,"svl=66.5. Caught at 07:00, 10 fathom. Mouth appeared injured. Released after 24 hours"
363,12-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,82.5,92,9.5,530,,February,2017,svl=82.5. Caught at 6 fathom. Released after 24 hours
364,13-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,NA,54.9,NA,105,,February,2017,"Liver extract taken (HC-11), specimen discarded"
365,13-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4.5,NA,Alive,70.5,81.5,11,345,,February,2017,"svl=70.5. Boat went out at 3:00, caught at 8 fathom. Injured jaw, bleeding. Released after 24 hours"
366,15-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,70.5,82.5,12,370,,February,2017,svl=70.5. Caught at 7 fathom
367,15-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,71.5,80.5,9,450,,February,2017,svl=71.5. Caught at 8 fathom
368,15-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,71.5,81.3,9.8,450,,February,2017,svl=71.5. Caught at 9 fathom. Injured mouth.
369,15-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,82.5,94,11.5,410,,February,2017,svl=82.5. Caught at 9 fathom. Injured mouth. Was moulting
370,15-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4,NA,Alive,92.5,102.5,10,1025,,February,2017,"svl=92.5. Mouth injured, bleeding. Possibly a gravid female?"
371,16-02-2017,CESS 2072,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,64.5,73.2,8.7,110,Female,February,2017,Fixed as HC Sample 12. Unusual dark colouring
372,16-02-2017,CESS 2073,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,86.4,99.2,12.8,305,Male,February,2017,Fixed as HC Sample 13 + Liver sample + gut content
373,16-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,NA,60.2,NA,155,,February,2017,"Liver extract taken (HC-14), specimen discarded"
374,16-02-2017,,Hydrophis curtus,Dandi beach,GillNet,,NA,4.5,NA,Alive,47.5,53,5.5,295,,February,2017,svl=47.5. Caught at 13 fathom. Regurgitated a fish
375,17-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,49,54.5,5.5,120,,February,2017,"svl=49,hl=1.9,hw=1.02. Specimen discarded"
376,17-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,63,70,7,250,,February,2017,"svl=63,hl=2.22,hw=1.1 Caught at 12 fathom. Lower jaw broken, injuries along the body. Captured when already dead?"
377,18-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4.5,NA,Alive,64,74.5,10.5,345,,February,2017,"svl=64, caught at 8 fathom"
378,18-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,67,77,10,340,,February,2017,svl=67. Injured mouth
379,18-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5.5,NA,Alive,78.2,89,10.8,490,,February,2017,"svl=78.2, caught at 8 fathom"
380,18-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,5,NA,Alive,78.5,92,13.5,570,,February,2017,"svl=78.5, caught at 7 fathom"
381,19-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,73.5,87,13.5,380,,February,2017,svl=73.5
382,19-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,76,90,14,830,,February,2017,svl=76. Small injuries near the head. Possibly gravid female
383,19-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,79.5,90.5,11,810,,February,2017,svl=79.5. Possibly gravid female
384,19-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,83.5,96.5,13,855,,February,2017,svl=83.5. Small injuried near the head. Possibly a gravid female
385,20-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,NA,NA,NA,NA,,February,2017,Dead snake found on the beach
386,20-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Alive,43.5,49.5,6,260,,February,2017,svl=43.5
387,20-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,2.5,NA,Alive,70,79.5,9.5,500,,February,2017,svl=70. Possibly gravid female. Caught at 7 fathom
388,20-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,80.5,92,11.5,340,,February,2017,svl=80.5
389,21-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,2.5,NA,Alive,77.5,88.5,11,615,,February,2017,"svl=77.5. Mouth injured, bleeding. Caught at 7 fathom"
390,22-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,4,NA,Alive,69.5,80.3,10.8,440,,February,2017,svl=69.5. Caught at 5-6 fathom. Injuries on mouth and body
391,22-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,74.5,84.5,10,635,,February,2017,svl=74.5. Caught at 6-7 fathom. Possibly a gravid female
392,22-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3.5,NA,Alive,75,85.5,10.5,500,,February,2017,svl=75 Caught at 6-7 fathom. 
393,23-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,55.5,62.5,7,150,,February,2017,svl=55.5. Caught at 6-7 fathom. Regurgitated a fish
394,23-02-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,88.3,99.8,11.5,545,,February,2017,svl=88.3. Caught at 3 fathom
395,25-02-2017,CESS 2075,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,41.5,47.8,6.3,90,Male,February,2017,"Bloated and stiff, dead for a long time? Fixed as specimen CESS 2075"
396,25-02-2017,CESS 2076,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,46.9,51.4,4.5,185,Female,February,2017,"Bloated and stiff, dead for a long time? Fixed as specimen CESS 2076"
397,25-02-2017,CESS 2077,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,49,54.9,5.9,105,,February,2017,"Bloated and stiff, dead for a long time? Fixed as specimen CESS 2077"
398,25-02-2017,CESS 2078,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Alive,57.5,65,7.5,200,Male,February,2017,Found dead at 23:30. Fixed as CESS 2078
399,25-02-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Alive,52,57.2,5.2,285,,February,2017,svl=52
400,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,82.5,93.5,11,370,Male,February,2017,svl=82.5. Released at 13:00
401,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,100.5,114,13.5,505,,February,2017,svl=100.5. Released at 13:00
402,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,39.6,45.6,6,150,,February,2017,svl=39.6. Released at 13:00
403,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,64.8,70.6,5.8,235,,February,2017,svl=64.8. Released at 13:00
404,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,66,75.5,9.5,250,,February,2017,"svl=66. Injured near head, swollen. Released at 13:00"
405,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,66.5,78.5,12,375,,February,2017,svl=66.5. Released at 13:00
406,27-02-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,77.5,88.5,11,370,,February,2017,"svl=77.5. Sluggish, seemed injured.. Released at 13:00"
407,04-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,68.5,78,9.5,165,Female,March,2017,"svl-68.5, hw-6.72mm, hl-13.5 mm; fish in gut"
408,04-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,71,79.5,8.5,135,Female,March,2017,"svl-71, hw-6.88 mm, hl- 20.3 mm"
409,04-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,92.5,106,13.5,380,Female,March,2017,"svl-92.5, hl-15.02 mm, hw-8.5 mm"
410,04-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,61,84,13,430,,March,2017,"svl-61, tl=13"
411,04-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,62,71,9,150,,March,2017,"svl-62, tl-9"
412,04-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,70,81,11,390,,March,2017,"svl-70, tl=11"
413,06-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,3,NA,Alive,72,83.6,11.6,395,,March,2017,svl=72. caught at 10 fathom. Released after 27 hours
414,07-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,90,103.5,13.5,725,,March,2017,svl=90. Injured head. Released after 3 hours
415,11-03-2017,CESS 2079,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,63.2,71.2,8,305,Female,March,2017,Caught at 9 fathom. Fixed as HS sample 35
416,11-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,75,85,10,570,,March,2017,svl=75. Caught at 15 fathom. Released after 21.5 hours
417,11-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,77.5,90,12.5,460,,March,2017,svl=77.5. Caught at 8 fathom. Badly injured head. Released after 23 hours
418,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,103.5,113.8,10.3,545,,March,2017,"svl=103.5,hl=1.98,hw=1.09. Found dead after 23 hours. Shedding. Gravid. 12 hatchlings obtained (7 male). Liver taken, specimen discarded"
419,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,53.8,63.5,9.7,255,,March,2017,svl=53.8
420,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,57.1,66.5,9.4,210,,March,2017,svl=57.1
421,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,62.7,75.2,12.5,500,,March,2017,svl=62.7
422,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,64.5,73.3,8.8,180,,March,2017,"svl=64.5,hl=1.7,hw=0.92. gut content taken. Specimen discarded"
423,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,65.2,75.7,10.5,310,,March,2017,svl=65.2. Slight head injury
424,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Dead,66,75.4,9.4,265,,March,2017,"svl=66,hl=1.77,hw=1.06. Gut content removed. Specimen discarded"
425,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,69.8,81.5,11.7,470,,March,2017,svl=69.8
426,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,71.6,81.9,10.3,455,,March,2017,svl=71.6. Bad head injury
427,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,74.5,85,10.5,435,,March,2017,svl=74.5
428,12-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,82.7,93.2,10.5,705,,March,2017,svl=82.7. Possibly gravid?
429,14-03-2017,,Hydrophis curtus,Dandi beach,GillNet,,NA,NA,NA,Alive,54.5,62,7.5,350,,March,2017,svl=54.5. Caught at 14 fathom
430,14-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,65.5,75.5,10,340,,March,2017,svl=65.5. Caught at 10 fathom
431,14-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,67.5,78.8,11.3,450,,March,2017,svl=67.5. Caught at 10 fathom
432,14-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,76.5,89.7,13.2,595,,March,2017,svl=76.5. caught at 12 fathom
433,14-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,80.5,91,10.5,440,,March,2017,"svl=80.5,hl=1.99,hw=1.02. Found dead next morning. Head injured, swollen, sluggish"
434,14-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,81.5,91,9.5,460,,March,2017,svl=81.5. Caught at 14 fathom. Very badly injured just behind head - skin completely scraped off
435,15-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,59,66,7,215,,March,2017,svl=59. Caught at 10 fathom
436,15-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,95,105.5,10.5,805,,March,2017,svl=95. caught at 7 fathom. Jaw injured? Possibly gravid
437,16-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,69,79.1,10.1,185,Male,March,2017,"svl=69,hl=1.55,hw=0.83. Caught alive in 1st haul, died at around 14:00."
438,16-03-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,67.5,75.7,8.2,360,,March,2017,"sv=67.5,hl=2.51,hw=1.38. Caught alive in 1st haul, died at around 14:00. Liver sample taken (HC-19)"
439,16-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,83.7,96.1,12.4,330,,March,2017,"svl=83.7,hl=1.97,hw=1.00. Caught alive in 1st haul, died at around 14:00"
440,16-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,87.5,102,14.5,545,,March,2017,"svl=87.5. Seemed weak, sluggish. Released at 18:30"
441,16-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,94.4,109,14.6,435,,March,2017,"svl=94.4,hl=1.97,hw=0.92. Caught alive in 1st haul, died at around 14:00. Liver sample taken (HS-37)"
442,17-03-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,62.5,70.2,7.7,340,Male,March,2017,"svl=62.5,hl=2.29,hw=1.36. Caught right at the bay"
443,17-03-2017,,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,76,84,8,220,,March,2017,"svl=76,hl=2.51,hw=1.35. Caught right at the bay. Appears to have a broken back"
444,19-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,53,62.5,9.5,175,,March,2017,svl=53. Caught at 7 fathom
445,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,54,62.5,8.5,200,,March,2017,svl=54. Caught at 14-15 fathom
446,19-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,56,64.5,8.5,200,,March,2017,svl=56. Caught at 7 fathom
447,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,65,74.5,9.5,135,,March,2017,"svl=65,hl=1.52,hw=0.76. Caught at 14-15 fathom"
448,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,67.5,77,9.5,345,,March,2017,svl=67.5. Caught at 14-15 fathom
449,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,68,77,9,105,,March,2017,"svl=68, hl=1.56,hw=0.74. Appears crushed. Caught at 14-15 fathom"
450,19-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,70,78.5,8.5,485,,March,2017,svl=70. Caught at 9 fathom
451,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,77.5,87,9.5,190,,March,2017,"svl=77.5, hl=1.81, hw=0.91. Caught at 14-15 fathom"
452,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,79.5,89.5,10,615,,March,2017,svl=79.5. Caught at 14-15 fathom
453,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,85.5,98.5,13,325,,March,2017,"svl=85.5, hl=1.72, hw=0.93. Found dead after 23 hours. Caught at 14-15 fathom"
454,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,88,101,13,445,,March,2017,"svl=88,hl=1.9,hw=1.05. Live sample taken (HS-38). Caught at 14-15 fathom"
455,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,97,110,13,530,,March,2017,svl=97. Caught at 14-15 fathom
456,19-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,98.5,113,14.5,1090,,March,2017,"svl=98.5,hl=1.96,hw=1.15. Died after 24 hours. Appeared sluggish, injured near gut."
457,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,95,107,12,440,Female,March,2017,"svl=95,hl=1.99,hw=1.13. Found dead after 14 hours. Gravid, 9 embryos. Atleast 5 male. Preserved along with yolk sac"
458,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,68.5,77,8.5,155,Male,March,2017,"svl=68.5,hl=1.59,hw=0.82"
459,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,63.5,72.3,8.8,235,,March,2017,svl=63.5
460,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,65.2,74.5,9.3,340,,March,2017,svl=65.5
461,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,67.5,78,10.5,315,,March,2017,svl=67.5
462,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,69,77,8,180,,March,2017,"svl=69,hl=1.53,hw=0.89. Found dead sfter 14 hours. Was biting itself"
463,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,69.5,81,11.5,395,,March,2017,svl=69.5
464,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,70,84.5,14.5,425,,March,2017,svl=70
465,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,72.5,81,8.5,200,,March,2017,"svl=72.5,hl=1.82,hw=0.82. Found dead after 14 hours"
466,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,74,84,10,195,,March,2017,"svl=74,hl=1.76,hw=0.9. Found dead after 21 hours"
467,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,76.5,83.5,7,140,,March,2017,"svl=76.5,hl=1.74,hw=0.76"
468,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,77.5,89.5,12,345,,March,2017,svl=77.5
469,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,77.7,88.5,10.8,190,,March,2017,"svl=77.7,hl=1.74,hw=0.75"
470,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,78.5,88.5,10,485,,March,2017,svl=78.5
471,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,86.5,95.5,9,295,,March,2017,svl=86.5
472,20-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,87,98.5,11.5,365,,March,2017,"svl=87,hl=1.68,hw=0.98. Found dead after 2 hours"
473,21-03-2017,CESS 2084,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,54,60.2,6.2,155,,March,2017,"svl=82, hl=1.94, hw=0.88. Appeared sluggish. Died after 27 hours, fixed as CESS 2084"
474,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,86,96,10,470,Female,March,2017,"svl=86,hl=1.76,hw=0.91. Gravid female with 4 embryos, slightly less developed than previous. Preserved with yolk sac"
475,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,90,101,11,435,Female,March,2017,"svl=90,hl=1.92,hw=0.97. Gravid female with 7 embryos, preserved along with yolk sac"
476,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,52,61,9,215,,March,2017,svl=52. Caught at 15 fathom
477,21-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,52.5,62.5,10,210,,March,2017,svl=52.5. Captured at 8 fathom. Released immediately
478,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,56,66,10,180,,March,2017,svl=56. Caught at 15 fathom
479,21-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,57,65,8,255,,March,2017,svl=57. Captured at 8 fathom. Released immediately
480,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,57.5,66,8.5,215,,March,2017,svl=57.5. Caught at 15 fathom
481,21-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,63,74.5,11.5,345,,March,2017,svl=63. Captured at 8 fathom. Released immediately
482,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,63,70.5,7.5,380,,March,2017,svl=63. Caught at 15 fathom. Possibly gravid
483,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,65,76,11,340,,March,2017,"svl=65, Caught at 15 fathom"
484,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,70.8,80,9.2,175,,March,2017,"svl=70.8,hl=1.69,hw=0.59. Caught at 15 fathom"
485,21-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,76,88,12,580,,March,2017,svl=76. Possibly gravid. Captured at 10 fathom. Released immediately
486,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,81,89.5,8.5,185,,March,2017,"svl=81,hl=1.75,hw=0.68. Caught at 15 fathom. Appears crushed"
487,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,83.5,96.5,13,590,,March,2017,svl=83.5. Caught at 15 fathom
488,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Alive,84.5,98,13.5,590,,March,2017,svl=84.5. Caught at 15 fathom
489,21-03-2017,,Hydrophis schistosus,Dandi beach,Trawler,,NA,NA,NA,Dead,85,95,10,310,,March,2017,"svl=85,hl=1.77,hw=1. Caught at 15 fathom"
490,21-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,92,106.5,14.5,695,,March,2017,svl=92. Injured near head. Possibly gravid. Captured at 10 fathom. Released after 24 hours
491,22-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,50.5,59,8.5,225,,March,2017,"svl=50.5. Caught at 12 fathom, released immediately"
492,22-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,61,70,9,270,,March,2017,svl=61. Caught at 8 fathom. Released immediately
493,22-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,77,89.1,12.1,715,,March,2017,"svl=77. Caught at 5 fathom, released immediately"
494,23-03-2017,CESS 2085,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,57.5,64.2,6.7,240,Male,March,2017,"svl=70.5,hl=2.2,hw=1.2. Caught in the 2nd haul. Fixed as CESS 2085"
495,23-03-2017,CESS 2086,Hydrophis curtus,Dandi beach,Trawler,,NA,NA,NA,Dead,55.2,62,6.8,170,Female,March,2017,"svl=67,hl=1.84,hw=1.19. Caught in the 2nd haul. Fixed as CESS 2086"
496,23-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,6,NA,Alive,72,83,11,390,,March,2017,svl=72. Caught at 3 fathom. Eye injured
497,24-03-2017,,Hydrophis schistosus,Dandi beach,GillNet,,NA,NA,NA,Alive,67.5,78.5,11,365,,March,2017,svl=67.5. Caught at 6 fathom. Released immediately
498,10-11-2017,Cess 2087,Hydrophis viperinus,Dandi beach,GillNet,,NA,NA,NA,Dead,67,75.8,8.8,490,Female,November,2017,"Gravid with four well developed embryos, Liver tissue collected"
499,28-12-2017,HSDB01,Hydrophis schistosus,Dandi,GillNet,ff5638355f1488ad485133cd448906f3,1,NA,NA,Alive,57.5,67,9.5,155,Male,December,2017,
500,29-12-2017,HSDB02,Hydrophis schistosus,Dandi,GillNet,,1,NA,NA,Alive,81,91.5,10.5,500,Male,December,2017,Rgurgitated 4 pufferfish
501,29-12-2017,HCMT03,Hydrophis curtus,Malvan,Trawler,40d0c16edb9a34297db4a1100a4b446b,3,NA,2.5,Dead,NA,NA,NA,NA,,December,2017,Discarded by trawler crew
502,29-12-2017,HCMT01,Hydrophis curtus,Malvan,Trawler,40d0c16edb9a34297db4a1100a4b446b,3,NA,2.5,Alive,59,65.5,6.5,200,Male,December,2017,
503,29-12-2017,HCMT02,Hydrophis curtus,Malvan,Trawler,40d0c16edb9a34297db4a1100a4b446b,3,NA,2.5,Alive,66.8,72.5,5.7,260,Female,December,2017,
504,29-12-2017,HCDB01,Hydrophis curtus,Dandi,,,NA,NA,NA,Dead,63.5,69.5,6,260,Female,December,2017,Missing lower jaw
505,31-12-2017,HCDB02,Hydrophis curtus,Dandi,GillNet,ff5638355f1488ad485133cd448906f3,1,NA,NA,Alive,51,57.2,6.2,285,,December,2017,Found in Large catch of Bangda
506,31-12-2017,HCDB03,Hydrophis curtus,Dandi,,,NA,NA,NA,Dead,58.5,65.4,6.9,195,Male,December,2017,"Found near evening auction, digested mass"
507,31-12-2017,HCMT04,Hydrophis curtus,Malvan,Trawler,40d0c16edb9a34297db4a1100a4b446b,3,NA,2.5,Alive,50.8,58.1,7.3,300,,December,2017,
508,31-12-2017,HCMT05,Hydrophis curtus,Malvan,Trawler,40d0c16edb9a34297db4a1100a4b446b,3,NA,2.5,Dead,61.5,69.6,8.1,280,Male,December,2017,
509,01-01-2018,HCDB04,Hydrophis curtus,Dandi,GillNet,a8d3e39c6eab91640811a938cd1fe689,1,NA,NA,Alive,65.5,73.5,8,570,Male,January,2018,Spines present on under side
510,01-01-2018,HCDB05,Hydrophis curtus,Dandi,GillNet,a8d3e39c6eab91640811a938cd1fe689,1,NA,NA,Alive,81.5,90.5,9,630,Male,January,2018,"Regurgitated medium sized tarli on board, large ventral spines"
511,01-01-2018,HCDB06,Hydrophis curtus,Dandi,GillNet,ff5638355f1488ad485133cd448906f3,1,NA,NA,Alive,65,71.8,6.8,250,Male,January,2018,"Trampled by fishermen on beach, Heart beating during disection, red lungs, internal bleeding?"
